bangla_text,reaction
অপূর্ব মানে অসাধারণ নাটক কে কে আমার মতো  করেন যে এই নাটকের দ্বিতীয় পর্ব হওয়া দরকার,Negative
নাটক টার সাথে আমার জীবনের খুব মিল কয়েক মাস আগে ব্লাড ক্যান্সার হয়ে আমার ভালোবাসার মানুষটা না ফেরার দেশে চলে গেছে  সবাই ওর জন্য দোয়া করবেন  কখনো ভাবতে পারিনি আমি তাকে এইভাবে হারাবো পেয়েও হারানোর যন্ত্রণা টা অনেক বেশি হয়,Negative
চোখে পানি চলে আসলো পাট ২ চাই,Negative
নাটক টার আগামাথা কিছুই ঠিক নেই যেমন বান্ধবী টা হুটহাট করে কোঁতা থেকে আসে ও তো মেয়ের বাপের বাড়ির বান্ধবী বাট ও শশুর বাড়ি চলে আসে হুটহাট করে কেমন,Negative
তটিনীর নাটকগুলা কাছে কেন যেন আমার ভালো লাগে না জড়তা কাছ করে এমন মনে হয়,Negative
খুবই সুন্দর একটি নাটক  তবে নাটকের শেষটা যেনো হয়েও হলো না নাটকের শেষটা ঠিক হলে আরো বেশি লাগতো ,Negative
নাটকের মাঝে ইসলাম নিয়ে কথা লেখা এই সব গোলো ডিজিটাল বাটপারি চালো করছে ইসলাম নিয়ে কথা বলতে হয়ে  ভালো যায়গা,Negative
অনেক দিন পর নাটক দেখলাম দেখে ভালো লাগলো আগে রোমান্টিক কিছু দেখলে খুবই ভালো লাগতো বিয়ের পর রোমান্টিক দেখলে খুবই হিংসে হয় কারন কেন জীবনটা নাটক সিনেমার মত হলো না,Negative
অপূর্ব ️তটিনী,Negative
আসসালামু ওয়ালাইকুম আপনারা কবে মানুষ হবেন একটা নাটকের মধ্যে কেন ইসলামিক কমেন্ট করবেন দাওয়াত দেন ইসলামের প্রচার করেন ভালো কথা সেটা ভিন্ন ভাবে দেন আরো তো কত পথ আছে আপনি কি ওয়াস রোমে বসে ভাত খান নাকি রোমে বসে যদি ঠিক জায়গায় বসে খান তাহলে সঠিক পথে দাওয়াত দিবেন আর নিজেদের বুদ্ধি কে কাজে লাগিয়ে ভালো কিছু করেন,Negative
আমার মত কে কে পার্টস ২ অপেক্ষা  করছেন,Negative
কি নাম আর কি কাহিনী ,Negative
খুব বেশি দূরে চলে যাবার আগে মানুষ খুব বেশি কাছাকাছি আসে,Negative
কাহিনী ভালো মোটা মুটি তবে শেষ টা এতো বাজে হবে আশা করি নি ,Negative
২য় পাঠ চাই ২য় পাঠ না দিলে  থেকে আর কোনো নাটক দেখবো না,Negative
শেষের টুকু বেদনাদায়ক,Negative
অর্পূব ভাই এতো কাঁদতে পারে মেয়েরা এতো কাঁদে না,Negative
অপূর্ব ভাই সত্যি কাঁদালে আজ,Negative
বিচ্ছেদের পরে মিলন হয়না ভালবাসা কেবল এখানেই ব্যর্থ করেছে আমাদের সমাজ,Negative
নাটকের কোন লাস্টে কোন পিনিসিগ নেই,Negative
রের পর্ব চাই,Negative
2 পাট হলে অনেক ভালো হবে অনেক কষ্ট পেলাম,Negative
বিয়ার পর কোন মেয়েকে তার বন্ধু বান্ধুবীদের সাথে মিশতে দেয়া ঠিক না  এতে মেয়েদের বিভিন্ন খারাপ বুদ্ধি আসে যাতে সংসারে ঝামেলা হয়,Negative
নাটক টা অসম্পূর্ণ থেকে গেছে তাই ভালো লাগলো না,Negative
মেহজাবিন ,Negative
এক কথায় বালের নাটক  10/3,Negative
কে কে আমার মতো আছেন যারা আগে কমেন্ট পড়েন তারপর নাটক দেখেন,Negative
অসাধারণ ছিল নাটক টি শেষে চোখের কোনে পানি ধরে রাখতে চাইলে ও পারিনি ️,Negative
তটিনী শেষ পর্যন্ত মেহজাবিনরে খাইয়া দিলো,Negative
আমার মতো কে কে নাটক পাগল,Negative
মেহজাবিন কি হারিয়ে গেল,Negative
শেষ হয়েও হয় লো না শেষ    ,Negative
সালাম দেওয়া টা শুদ্ধ হয় নাই,Negative
দ্বিতীয় পার্ট নাম্বার চাই ভালো হয়ে ফিরে আসুক আবার একসাথে পথ  চলা হোক খুব কষ্ট লাগে যখন পেয়ে হারিয়ে যায়,Negative
সবার সব আশা পূর্ণ  হয় না,Negative
অপূর্ব বলেছিলো কাতল মাছ এনেছে আর নায়িকা বলছে পঁচা রুই মাছ এনেছে,Negative
যে যা চায়  তা কোন দিন  পায় না,Negative
ভাই নাটক টা পুরো শেষ হোল নাতো,Negative
দিন শেষে গল্প একটাই,Negative
দ্বিতীয় পার্ট থাকলে  খুবই ভালো হতো,Negative
অপুর্ব বুড়ো হয়ে যাচ্ছে,Negative
কেয়া পায়েল কে ভালো লাগতো,Negative
এই ধরনের বান্ধবী যদি থাকে তাহলে সংসার বেশি দিন টিকবে না আমি নিশ্চিত,Negative
সত্যি ফাস্ট সময় গুলো খুবই ভালো ছিল কিন্তু লাস্ট সময় টা খুবই কষ্টের ছিল,Negative
নাটক টা ফালতু,Negative
মেহজাবিন টেষ্ট  তানজিম সাইরা তটিনী ,Negative
সুইট কাপল এই নাটক টা 2 পাট হবে তো,Negative
আমার শেষ নিশ্বাস শুধু তোমাকেই খুঁজেছিল,Negative
কে কে নবীকে ভালোবাসেন,Negative
অপবর একটা অন্ধ ভক্ত আমি কিন্তু নাটকটা এত ভালো ছিল এমন জায়গাতে শেষ করল এতে খুশি হতে পারলাম না ফিরে আসার পর শেষ করা উচিত ছিল,Negative
নাটকের শেষ অংশ টা দেখার জন্য মোটেও প্রস্তুত ছিলাম না কান্না ধরে রাখতে পারলাম না,Negative
আপনাকে বলছি  আপনি যদি ইসলামী কমেন্টস করেন নিজের ফেইজবুক ফেইজ এ লিখুন প্লিজ নাটক এ কমেন্টস এ লিখবেন না,Negative
তোমাদের মতন বান্ধবী দের কুকথায় আজ অনেক সংসার ভেঙে যায় আশা করি এসব অভিনয় বাদ দেন,Negative
আমার জীবনের সাথেই মিলনেই আমার জম্ম হয়েছে মা বাবা ভাই বোন চাহিদা পুরোন করতে আমি যেন টাকার মিশিন বিয়ে করে বউ কাছে ভালোবাসা পাইলাম না বউ চাই  টাকা সবার কাছে আমি অবহিলত  এক প্রাণী এই পৃথিবীতে টাকায় সব টাকা থাকলে সব ভালোবাসা,Negative
এক দিনের মধ্যে ১০০০ আল্লাহ প্রামিক দেখতে চায়,Negative
ওরা কারা যারা আমার মতো মুভির চেয়ে বাংলা নাটক বেশি পছন্দ করেন,Negative
অবশেষে কান্নাটা এসে গেলো,Negative
গল্পটা আরো একটু গোছিয়ে একটু রোমান্টিক করে উপস্থাপন  করলে জমতো,Negative
অপূর্বের সাথে তটিনীকে ছোট ছোট লাগে,Negative
নাটক সুন্দর  কিস্তু গল্পটা বড় করা দরকার ছিলো ১ ২০ মিনিট হলে নাটকের শেষ দেখা যেতো,Negative
নাটক টার জন্য অনেক অপেক্ষা ছিলাম অবশেষে নাটক টা দেখে অনেক কষ্ট পেলাম,Negative
ভাইয়া মুড়ি তো সাদা মুড়ি,Negative
প্রিয় মানুষকে হারানোর কষ্ট সে বুঝে  যে হারিয়েছে,Negative
যেমনটা চেয়েছিলাম তেমন হলোনা,Negative
আমার ছবিতে চাপ দেন ইমু নাম্বার দেওয়া হয়েছে কল দেন,Negative
অপূর্ব তটিনি জুটি নাটকের অপেক্ষায় কে কে ছিলেন,Negative
আমি কলকাতা থেকে বলছি অপূর্বর অনেক নাটক দেখেছি কিন্তু এইটা একটা অসম্পূর্ণ নাটক দেখলাম শেষেরটা অমীমাংসিত রয়ে গেল  এককথায় চিত্রনাট্যকার অতি দুর্বল,Negative
অর্থের শূন্যতার চেয়ে প্রিয়জনের শূন্যতা মানুষকে বেশি কাঁদায় রবীন্দ্রনাথ ঠাকুর,Negative
নাটকটা খুব সুন্দর কিন্তু শেষ টা বড্ড কষ্টের অপূর্বকে কষ্ট দেখতে ভালো লাগে না,Negative
আল্লাহ বক্ত গুলা কোই,Negative
অসাধারণ একটি কষ্টের নাটক,Negative
গল্পের কোনো খেই পেলামনা আর অপূর্ব দার সাথে কোনো দিক থেকে তটিনি কে একদমই মানাচ্ছে না নায়িকা থেকে বোন মনে হচ্ছিল বেশি  মামা,Negative
নাটকের ভাব বুঝলাম না চা খেতে দেখলাম না কিন্তু মন খারাপ হয়ে গেলো কেনো,Negative
কার কার আযান শুনলে কলিজা ঠান্ডা হয়ে যায় আলহামদুলিল্লাহ,Negative
তারা কোথায় যারা বাংলা সিনেমার চেয়ে বাংলা নাটক দেখতে বেশি পছন্দ করেন  অপূর্ব দার ফ্যান দের কে দেখতে চাই,Negative
বুঝলাম কি হলো এটা কোনো ফিনিশিং নাই আর শেষে অপুর্ব কি বলল?? অন্ধকারের পর আলো আসবে এটা ঠিক কিন্তু বিচ্ছেদ এর পর মিলন হয় না কেন  মানে কি রে ভাই এখানে বিচ্ছেদ এর কথা কেন আসলো নাটকের আগা মাথা কিছুই বুঝলাম না,Negative
কার কেমন লাগছে নাটকটি,Negative
লেখক মহাশয় কে অনুরোধ করছি এমন জঘণ্য বাজে নাটক আর কখনও লিখবেন না শুধু মাত্র অপূর্ব ভাই আর তটিনী আপু র অসাধারণ অভিনয় এর জন্য দর্শকরা নাটক টি শেষ পর্যন্ত দেখেছেন অপূর্ব ভাই কে অনুরোধ করছি এমন জঘণ্য নাটক এ আর কোনো দিন অভিনয় করে নিজের নাম খারাপ করবেন না ভারত থেকে বলছি,Negative
নাটকে কোন গানের মিউজিক টা দেয়া হলো একটু বলবেন,Negative
দয়া করে এখানে কেউ ইসলামিক বা নবীজিকে নিয়েও কমেন্ট   করবেন না কারণ আমাদের ভাবা উচিত এখানে কমেন্ট করে নবীজি কে ছোট করা হয়,Negative
ট্রিটমেন্ট করতে একা কেন জার্মানি গেল কি বোঝাতে চাইলে পরিচালক,Negative
গল্পটার শেষ টা খুব ই কষ্টের,Negative
কথা সত্ত কিছু কিছু মেয়েরা এবাবেই সংসার নস্টকরে,Negative
আমার মতো কে কে অপূর্ব ভাইয়ের নতুন নাটকের জন্য অপেক্ষা করেন,Negative
যে কোন ধরনের ক্যান্সার অথবা টিউমার যেকোন ধরনের কিংবা যেখানেই হোক মাত্র ১০ মিনিটে দুর করা সম্ভব শুধু এক গ্লাস পানি সৃষ্টি কর্তা সর্ব শক্তি মান,Negative
নাটকের মধ্যে এসে ইসলামিক কমেন্ট করা ঠিক না তবে ইসলামের দাওয়াত সবাই দেওয়া উচিত কে কে একমত আছেন,Negative
নায়িকা হিসেবে তাসনিয়া ফারিণ হলে আরও ভালো হতো,Negative
কলিজার আধখান নাটক টা কে কে দেখছেন,Negative
অধিকাংশ  নাটকগুলোতে মা চরিত্রের চোতমারানি গুলারে সবসময় বাপের উপর বালপাকনামি বেয়াদবি  করতে দেখা যায় ডিরেক্টরগুলা সব বেজন্মা জারজ নাকি,Negative
ফালতু সব সুন্দর জিনিসের শেষ এন্ডিং এভাবে হয়না বাংলা নাটক করে একটা ফালতু দিক সব সুন্দর জিনিসের শেষ এন্ডিং টা তারা বাজে করে,Negative
নাটকে ইসলামি কমেন্ট করা ঠিক নয় আমার এই কথাটির সাথে কে কে সহমত,Negative
নাটক অন রেখে কমেন্ট পড়া পাবলিক গুলা কই,Negative
নাটক দেখতে দেখতে কমেন্ট পড়া পাবলিক গুলা কই একটু হাত তুলেন দেখি,Negative
কে কে মুসলিম বলে গর্বিত,Negative
কারা কারা নিজের জানের চেয়েও বেশি ভালোবাসেন প্রিয়নবী কে,Negative
এক ঘন্টায় ১০০শো আল্লাহ প্রেমি দেখতে চাই,Negative
পুরাতন নাটক নতুন নামে চালানোটা ভালোনা,Negative
বুঝলাম না নাটক কি এখানেই শেষ নাকি আরো পর্ব আছে,Negative
এখন পযর্ন্ত  নিলয়ের নাটকে নাম পাল্টানোর হিড়িক পড়েছে সবথেকে বেশি একটা বিচ্ছিরি ব্যাপার,Negative
নাটকের ২ পার্ট কোথায়,Negative
এই নাটকটি পুরানো নাটক আসল নাম হলো একটি বিয়ে সারা জীবনের কান্না,Negative
যারা আজান কে ভালো বাসেন তারা লাইক দিয়ে যায়,Negative
এই নাটকের আরেকটা পর্ব চাই ওদের মিল হলো কই,Negative
বাংলা মুভির মত বাংলা নাটক হারিয়ে যাবে কি কাহিনি এই নাটকে কি নাটক এটা কি বুঝাতে চাইছে এই নাটকে,Negative
নিলয়ের অভিনয় সুপার সব নাটকে পায়েলের অভিনয় আরো ভালো হওয়া দরকার,Negative
আল্লাহর প্রেমিক কয়জন আছেন,Negative
নিলয় পায়েল,Negative
পশ্চিমবঙ্গ থেকে,Negative
শেষ নবির ওময়ত হলে আলহামদুলিল্লাহ  বলে লাইক দিন কমে করিন,Negative
সারে চার বছর হয়ে গেছে বিয়ে হয়েছে এখনো সন্তান হয়নি খুব কষ্ট হচ্ছে নাটক টা দেখে  যাদের সন্তান হয়না আল্লাহ্ তায়ালা যেন তাদের সবাই কে নেক সন্তান দান করে,Negative
যার সন্তান নাই সে বুঝে সন্তান না থাকার যন্ত্রনা কতটা ভয়ানক,Negative
নাটকটা দেখে না চাইতেও কান্না চলে আসলো মেয়ে হয়ে মা না হওয়া যে কতোটা কষ্টের তা আমি জানি ১২টা বছর ধরে কষ্টটা পাচ্ছি আললাহ যেন কাউকে আমার মতো না রাখেন,Negative
৬বছর হয়ে গেসে এখনো নিঃসন্তান নাটকটা দেখে চোখে পানি যেন বাধ মানছে না  আল্লাহ সকলকে নেককার সন্তান দান করুক কাউকে নিঃসন্তান না রাখুক,Negative
নাটকটা দেখে নিজের অজান্তেই চোখে পানি চলে এসেছে বাস্তবে এমন টাই হয়,Negative
নাটকটা দেখে চোখের পানি ধরে রাখতে পারলাম না হে আল্লাহ আপনি সকল মেয়েকে মা হওয়ার তেীফিক দিন,Negative
নিজের জীবনের কিছু অংশ মেয়ে হয়ে জন্ম নিয়ে মা না হওয়ার কষ্টটা শুধু সেই বুঝে আল্লাহ সবাইকে মা হওয়ার তৌফিক দান করুক,Negative
কেউ কাইন্দা ও পায় না অথচ ডাসবিনে ও বাচ্চার অভাব হয় না  আল্লাহ তুমি কাউকে নিঃসন্তান  রেখো না বাস্তববাদী একটা নাটক কান্না আটকে রাখতে পারলাম না,Negative
নাটক দেখার আগে কমেন্ট পরে মনে মনে জেদ ধরেছিলাম যে সবাই কান্না করলেও আমি কাদবো নাকিন্তু হেরে গেলাম কান্না না করে চোখের পানি ধরে রাখতে পারলামনা আল্লাহ তায়ালা যেনো কাউকে সন্তান ছাড়া না রেখেন এবং কি আমার শত্রু কেউ না ,Negative
নাটক টা দেখে চোখের পানি দরে রাখতে পারলাম না,Negative
নিজের জীবনের সাথে অনেকটাই মিলে গেছে কখনো এমন পরিস্থিতিতে না পড়লে বুঝতামনা জীবনটা কতো কঠিন একটা সন্তান ছাড়া হৃদয়ের গভীরে আঘাত করার মতো নাটকটা,Negative
ফারহান ভাইয়ের নাটক মানেই প্রথমে হাসি  আর শেষে চোখে পানি এসে জায় মা হতে না পারলে যে কতটা কস্ট তা এই নাটকটি দেখলেই বোঝা জায়,Negative
এই নাটকটি দেখার পর শত চেষ্টা করে ও চোখের পানি আটকে রাখতে পারলাম না,Negative
যার সন্তান নাই সে বুজে সন্তানের কত দাম অনেক কষ্টের  একটা নাটক,Negative
নাটকটি দেখে সত্যি চোখের পানি চলে আসছে যার সন্তান নাই সে বুঝে সন্তান না থাকার কষ্ট  কি,Negative
মা বাবা হতে না পারা যে কি কষ্ট যার সন্তান নাই সেই শুধু বুঝে নাটকটি তে তুলে ধরেছে,Negative
আমার মত মা না হতে পারা মেয়েরা জানে এই যন্ত্রনা কত ভয়ংকর। নাটকটি হৃদয় ছুঁয়ে গেল,Negative
চোখে পানি চলে আসল।সত্যিই বেদনাদায়ক।এমন সন্তান না পাবার সমস্যা যেন কারো না হয়।সৃষ্টিকর্তা মহান️,Negative
কার কার আযান শুনলে কলিজা ঠান্ডা হয়ে যায়,Negative
নাটকটি অসাধারণ কিন্তু শেষ দৃশ্যটি খুব দুঃখজনক,Negative
নাটকটা দেখে অনেক কেঁদেছি কেউ বাচ্চা নষ্ট করে আর কেউ চেয়েও পায় না আল্লাহ তুমি কাউকে নিঃসন্তান রেখো না এই কষ্ট সহ্য করার মতো না,Negative
পুরো নাটক দেখতে দেখতে কাঁদছিলাম আমার বর্তমান অবস্থা  কত পানি পরা ডক্টর দেখানো কত কিছু করতেছি বিয়ের চার বছর হয়ে গেছে এখনো বেবি হয়নাই  জানি না আল্লাহ তায়ালা কবে রহমত দান করবেন ভিতর টা কেমন ছিরা যায় মনে হয় দম বন্ধ লাগে অসহায় লাগে নিজেকে,Negative
সত্যি ই নাটকটা দেখে চোখের কোনায় অনেক পানি জমা হয়ে গেল,Negative
এই নাটক টা জত বার দেখেছি তত বার চোখে পানি এসেছে,Negative
নাটক টা দেখে বাচ্চা না হওয়া মেয়েদের কত কষ্ট দায়ক হতে পারে সেটা অন্তত বুজতে পারলাম,Negative
হায়রে মানুষ নাটক দেখে কাঁদে আর বাস্তবতা দেখে হাসে,Negative
নাটকটা চেয়ে দেখবে তার চোখের পানি ধরে রাখতে পারবো না,Negative
নাটকটা দেখে সত্যি চোখে পানি চলে আসলো যার সন্তান নেই সে বুঝে সন্তান না থাকার যন্ত্রণা কতটা বেদনা দায়ক,Negative
একটা সন্তান না হওয়া যে কতোটা কষ্টের যার হয়নি তারাই বুঝছে,Negative
এই নাটকটা দেখে আমার চোখে জল চলে এসেছে,Negative
অনেক কষ্ট হচ্ছে এই নাটক টা দেখে চোখের পানি আটকে রাখতে পারলাম না,Negative
নাটকটা দেখে চোখে পানি চলে আসলো,Negative
নাটক টা দেখে সত্যি   সত্যি কান্না  পেল,Negative
নাটক টা দেখে চোখের পানি ধরে রাখতে পারলাম না,Negative
কলিজাটা ছিরে গেলো নাটকটা দেখে আজ তিন বছর দরে অপেক্ষা করতেছি মা ডাক শুনার জন্য আললাহ কবে জানি আমাদের দিকে মুখ তুলে তাকায়,Negative
বাবা মা হতে না পাড়া কতো যে কষ্ট একমাত্র তারাই বুঝে যারা নিসন্তান  আর রাস্তার পাশে ডাস্টবিন পড়ে থাকা কতো শিশু অভাব হয় না নাটকটি বাস্তবতা তুলে ধরলো কলিজার আধকান,Negative
সত্যি বলছি এই নাটক দেখে আমার ও চুকের পানি ধরে রাখতে পারি নাই,Negative
নাটকটা দেখে চোখের পানি দরে রাখতে পারলাম না,Negative
নাটকটা দেখে সত্যি চোখে পানি এসে পরছে আল্লাহ যেন কারো সাথে এমন না করে,Negative
নাটকটি দেখে চোখে পানি ধরে রাখতে পারলাম না পৃথিবীতে মনে হয় এর চাইতে বড় কষ্ট আর নাই যার সন্তান নেই  সেই বুঝে বাস্তবতা আসলে আরো কত কঠিন আল্লাহ সেই সকল পিতা মাতা কে তুমি ধৈর্য ধরার তৌফিক দান কর আমিন,Negative
নাটকটা যদিও বাস্তবের সাথে মিল আছে কিন্তু  এত ভালবাসা সব সময় পাশে থাকা এরকম স্বামী খুব কমই পাওয়া যাই,Negative
নাটকটা দেখে চোখের পানি ধরে রাখতে পারি নাই দুজনের অভিনয়ে নিখুঁতভাবে ফুটে উঠেছে আল্লাহ যেনো এই পৃথিবীতে কোন স্বামী স্ত্রী কে সন্তানহীনা না রাখে বাবা মা একটা সন্তানের জন্য কতইনা কষ্ট করে,Negative
একটা সন্তান না হওয়া যে কতটা কষ্টের  যার হয়নি তারাই বুঝে,Negative
নাটক টা দেখে চোখে পানি চলে আসছে ,Negative
নাটকটা থেকে অনেক কষ্ট পাইছি  ভাইয়া  কষ্টের নাটক করে না চোখের পানি ধরে রাখতে পারি নাই ,Negative
খুব কেঁদেছি আমার সাথে মিল আছে কিছু কান্না না করে পারলাম  আল্লাহ তুমি সবাই কে মা ডাক শোনাও,Negative
আল্লাহ্ সবাইকে মা বাবা ডাক শুনার তোফিক দান করুন নাটকটা দেখে অনেক কেঁদেছি  যাদের বাচ্চা নেই তারাই বুঝবে বাচ্চা না থাকার কষ্টটা কি,Negative
আমাদের বিয়ের বয়স নয় বছর আল্লাহ এখনো আমাদের কোন সন্তান দেয় নাই তাই নাটক টা দেশে খুব কষ্ট হল,Negative
নাটকটি অসাধারণ ছিল নাটকটিতে তো স্বামী পাশে আছে বাস্তবে অনেক স্বামী পাশে থাকে না বউয়ের বাচ্চা হবেনা জানলে আবার বিয়ে করে ফেলে ,Negative
নাটক টা দেখে চখে পানি এসে গেলো,Negative
চোখে পানি এসে গেল নাটক টা দেখ,Negative
নাটকটা দেখে চোখে পানি ধরে রাখতে পারি নি,Negative
নাটকটা অনেক সুন্দর নাটক টা দেখার পর অনেক কেঁদেছি এমন কেউ নাই যে কাঁদবেনা নাটকটা দেখে,Negative
এই নাটক টা দেখে সবাই কেঁদেছে,Negative
একটা সন্তানের জন্য আমরাও ঠিক এমনই  করছি আল্লাহ  কবে যে আমাদের কথা কবুল করবে আল্লাহ সকলকে মা বাবা হওয়ার তউফিক দেন আমিন ️,Negative
কিছু কিছু নাটক বাস্তবকেও হার মানায় সবাইকে মা হওয়ার তৌফিক দান করুককারন মা হতে না পারা কতটা যে যন্ত্রনার সেটা শুধু মাএ একটা মেয়েই যানে,Negative
নাটক দেখে নিজের অজান্তেই চোখে জল এসে গেলো একজন মার কাছে পৃথিবীর শ্রেষ্ঠ উপহার হলো একটি সন্তান আর একজন সন্তানের কাছে পৃথিবীর শ্রেষ্ঠ উপহার হলো একজন মা সন্তান যে মায়ের নাই সেই মাই বোঝে সন্তান না থাকার যন্ত্রণা কতটুকু ,Negative
আহ্ কলিজা টা নাটক টা দেখে চোখ দিয়ে পানি পরে গেলো,Negative
নাটকটি দেখতে দেখতে চোখের কোন থেকে টপটপ করে পানি পরেছিল কারন নটকটির গল্পটি যেনো আমার জীবন থেকে নেওয়া,Negative
সত্যিই মা না হতে পারাটা অনেকটা কষ্টের হয়  নাটক টা বাস্তব জীবনের সাথে মিল আছে,Negative
২৮ মিনিট এর পর হতে আর চোখের পানি ধরে রাখতে পারলাম না,Negative
নিজের অজান্তেই কেঁদে ফেলেছি হৃদয় ছুয়ে গেলো,Negative
বিয়ের প্রায় ৮ বছর রানিং এখনো একটা সন্তানের মুখ দেখলাম না নাটক টা আমার সাথে অনেক মিল,Negative
সন্তান জন্ম দেওয়ার জন্য বাবা মা কতো কষ্ট করে তা এই নাটক দেখে বোঝা যায়,Negative
সত্যিই নাটকটা দেখেছো কে পানি রাখতে পারি নাই কলিজা পাঠিয়ে কান্না আসে আমার জীবনের সাথে মিলে গেছে নাটকটা ১৪ বছর হইছে বাচ্চা হয় না,Negative
আমার ১০ বছর হয়ে গেছে মা হতে পারি নি এই নাটক দেখে আমার  কান্না  এসে যায়,Negative
সত্যি বলতে এ নাটকটা দেখে এতটাই ইমোশন হয়ে গেলাম দুইবার কান্না করে ফেলছি,Negative
দেখতে দেখতে কিভাবে যে চোখের পানি আসলো টেরও পাইনি যখন বাচ্চাটা নিয়ে আসলো  বাচ্চা না থাকা আর এসেও চলে যাওয়াটা অনেক ভয়াবহ,Negative
ও আললাহ কবে মা ডাক শোনার তৌফিক দান করবা আর তো সহ্য হয় না পরানে ১ মাস আগে নাটক টা দেখতে যেয়ে কান্না থামাতে না পেরে বাদ দিয়েছিলাম আজ বাকিটা  দেখলাম  আজ ও কাননা থামাতে পারছিনা,Negative
নাটকটা সত্যি অসাধারণ হৃদয় স্পর্শ করেছে সত্যি নিঃসন্তান হয়ে থাকাটা কতো যে কষ্ট তা এই নাটকটি দেখলে অনুভব করা যায়,Negative
"আমার ও বিয়ের ৪ বছর চলছে একটা বাচ্চার জন্য কতকিছু করছি। খুব কান্না করেছি নাটক টা দেখে, শুধুমাত্র নি:সন্তান বাবা মায়েরা জানে সন্তান না পাওয়ার কষ্ট টা।",Negative
আমার জিবনের সাথে মিলে গেলো চোখের পানি ধরে রাখতে পারলাম না কথাগুলো মনে পরে গেলো,Negative
নাটক দেখে কখন যানি চোখ থেকে পানি পড়ে গেল,Negative
অনেক দিন পরে একটা নাটক দেখে কান্না কোরছি,Negative
বর্তমান সমাজের বাস্তব চরিত্র বাচ্চা না হইলেই মানুষ এমন ফকিরের পিছনে দৌড়ায়,Negative
চোখের কোণায় জমা পানি আটকে রাখতে চেয়েও পারলাম না,Negative
সত‍্যি কান্না করে দিয়েছি নাটকটা দেখে,Negative
নাটকটা দেখে বুক ফেটে কান্না আসতে চাইছে আমার এটা তো শুধুমাত্র অভিনয়ই ছিলো আর বাস্তবে যাদের সাথে এটা ঘটে তাদের অবস্থা আর পরিস্থিতি কেমন হবে ভাবতে পারছেন কতটা কষ্ট বহন করতে হয় এমন মা বাবাদের,Negative
কলিজা ফেটে যাচ্ছে এই নাটক যে দেখবে সে না কেদে থাকতে পারবে না,Negative
নাটকটা দেখে চোখের পানি ধরে রাখতে পারি নাই দুজনের অভিনয়ে নিখুঁতভাবে ফুটে উঠেছে আল্লাহ যেনো এই পৃথিবীতে কোনো স্বামী স্ত্রী কে সন্তানহীনা না রাখে  বাবা মা একটা সন্তানের জন্য কতইনা কষ্ট করে,Negative
নাটক টি দেখে অনেক কেঁদেছি যার সন্তান নেই সেই বুঝে কতোটা কসটো হয়,Negative
এই কষ্ট আল্লাহ যেনো শত্রুকে কখনোই না দেয়,Negative
২৪ মিনিট পর থেকেই কষ্ট  শুরু হলো,Negative
চোখের অশ্রু ধরে রাখা কঠিন,Negative
৯ বছর হয়ে গেছে বিয়ের কিন্তু এখনো সন্তানের মা হতে পারিনি কতটা কষ্ট নিয়ে যে বেচে আছি তা একমাত্র আল্লাহ ই জানেন,Negative
নাটকটা এত এত্ত ভালো লাগছে যে লিখে প্রকাশ করতে পারব না আমার সন্তান হয় না বিয়ে হইছে ৩ বছর নাটকের কাহিনী কলিজায় গিয়ে ব্যাথা দিয়ে দিছে,Negative
চোখের পানি ধরে রাখতে পারলাম না সত্যি মন ছুঁয়ে গেছে আমাদের এলাকায় এমন অনেকেরই এই সমস্যা আছে দোয়া করি আল্লাহ রাব্বুল আলামীন সবাইকে মা বাবা হবার সুযোগ করে দিন,Negative
নাটকটি দেখে খুবই কষ্ট লাগলো,Negative
নাটকটা দেখে অনেক্ষন কান্না করলাম,Negative
এসময়টা যে কত কষ্টের  এটা তারাই বুঝে যাদের সন্তান শত চেষ্টা করার পরেও হয়না,Negative
আমি দুই সন্তানের মা তারপরও চোখের পানি আটকাতে পারি নি বাস্তবতার কাছে হেরে গেছি,Negative
তুমি কখন মা হতে পারব না এই কথা শুনলে যে কতটা কষ্ট হয় তা শুধু একটা মেয়ে আর তার রব বোঝে,Negative
যেমন গর্যন কেমন বৃষ্টি না এই নাটক তিসা অভিনয় কে অভিনয় করে পেলে বাস্তবে রূপ দিতে পারে না,Negative
চোখের পানি ধরে রাখতে পারি নায়,Negative
নাটকটা দেখার পর অনেক খারাপ লাগছে যাদের সন্তান হয় না তারাই বুঝতে পারে সন্তান না হওয়া কতটা কষ্টের কিছু মানুষ সন্তান নষ্ট করে পেলে আর কিছু মানুষ একটা সন্তানের জন্য মোনাজাতে কান্নাকাটি করে আল্লাহ আপনি নিঃসন্তান মানুষ গুলোরে সন্তান দান করুন,Negative
নাটকটা দেখে চোখ দিয়ে গরায়া পানি আসতেছে খুব কস্ট লাগলো অনেক কস্ট লাগলো নাটকটা দেখে অনেক কান্না করছি যতখন নাটক টা দেকছি ততখনয় চোখ দিয়া পানি আমনে আমনে গরায়া পরছে খুব কস্ট লাগলো নাটকটা দেখে এরপরেও যদি মা হতে পারতো তয়লে ভাল্লাগদো,Negative
এই মা ডাক শুনার জন্য  দীর্ঘ ছয় বছর আল্লাহর কাছে কত কান্নাকাটি করছি,Negative
